drug,disease
[17230],29244
[15460],29244
[15260],29244
[17235],29244
[15086],29244
[17241],29244
[14990],29244
[17231],29244
[15877],29244
[20294],33683
[20294],39540
[15210],33683
[15210],39540
[15122],33683
[15122],39540
[20295],33683
[20295],39540
[17252],33683
[17252],39540
[17239],33683
[17239],39540
[16066],33683
[16066],39540
[16490],33683
[16490],39540
[17243],33683
[17229],33683
[17229],39540
[14266],33683
[14266],39540
[17245],33683
[17245],39540
[14950],33683
[14950],39540
[14960],33683
[14960],39540
[14193],33683
[14193],39540
[14295],33683
[14295],39540
[15098],33683
[14729],33683
[14729],39540
[14942],33683
[14942],39540
[20559],33683
[20559],39540
[17233],33683
[17233],39540
[17232],33683
[17232],39540
[17230],33683
[17230],39540
[15460],33683
[15460],39540
[15260],33683
[15260],39540
[17259],33683
[17259],39540
[17235],33683
[15241],33683
[15241],39540
[15086],33683
[15086],39540
[17241],33683
[17241],39540
[14990],33683
[14990],39540
[17231],33683
[17231],39540
[14381],33683
[14381],39540
[15877],33683
[15877],39540
[17829],83925
[20303],83925
[14509],83925
[14236],83925
[15167],83925
[14783],83925
[17831],83925
[15431],83925
[16357],83925
[14993],83925
[14197],83925
[14062],83925
[14278],83925
[15458],83925
[14154],83925
[18574],83926
[20208],83926
[14188],83926
[15419],83926
[15326],83926
[18687],83926
[14995],83926
[20248],83926
[14318],83926
[20203],83926
[15322],83926
[14335],83926
[14167],83926
[20250],83926
[14797],83926
[17376],83926
[15476],83926
[14333],83926
[14288],83926
[20289],83926
[14145],83926
[20249],83926
[20409],83926
[14773],83926
[15646],83926
[15504],83926
[20414],83926
[20235],83926
[15059],83926
[14291],83926
[14332],83926
[20344],83926
[20481],83926
[15478],83926
[14545],83926
[15325],83926
[14882],83926
[14195],83926
[20360],83926
[14172],83926
[15289],83926
[15305],83926
[20483],83926
[15293],83926
[14936],83926
[14285],83926
[15327],83926
[15697],83926
[14309],83926
[15053],35871
[20263],35871
[14188],36450
[14188],33594
[14188],39824
[14188],36249
[15326],36450
[15326],33594
[15326],39824
[15326],36249
[15322],36450
[15322],33594
[15322],39824
[15322],36249
[14167],36450
[14167],33594
[14167],39824
[14167],36249
[14188],32999
[15326],32999
[15299],32999
[14279],32999
[15322],32999
[14167],32999
[14199],32999
[18416],38481
[18417],38481
[17398],38481
[18416],32692
[18416],32325
[18416],31768
[18416],38736
[18416],32202
[18416],30773
[14338],32202
[14338],30773
[18416],30937
[14261],36249
[15232],28313
[20560],28313
[20300],28313
[15194],28313
[16317],28313
[15110],28313
[14380],28313
[15098],28313
[15127],28313
[15100],28313
[15131],28313
[15177],28313
[14952],28313
[14178],28313
[15590],28313
[14351],28313
[14633],28313
[14829],28313
[16011],28313
[15538],28313
[14839],28313
[20561],28313
[15223],28313
[14140],28313
[15001],28313
[15006],28313
[14420],28313
[14161],28313
[14323],28313
[14485],28313
[14913],28313
[16014],28313
[14999],28313
[15196],28313
[14223],28313
[14377],36743
[14377],83928
[14141],83928
[14505],36743
[14505],83928
[15029],36743
[15029],83928
[15551],36743
[15551],83928
[14956],83928
[14234],83928
[15620],36743
[15620],83928
[15311],83928
[14250],83929
[14935],83929
[14992],83929
[17628],83929
[14300],83929
[20562],83929
[20563],83929
[15296],83929
[14250],83930
[20335],83930
[14935],83930
[20525],83930
[20558],83930
[17411],83930
[14281],83930
[15422],83930
[15219],83930
[16837],83930
[17628],83930
[14819],83930
[20367],83930
[15084],83930
[14300],83930
[20322],83930
[17412],83930
[14250],83931
[14935],83931
[20366],83931
[17411],83931
[14281],83931
[15422],83931
[15219],83931
[14028],83931
[15003],83931
[14019],83931
[17628],83931
[14819],83931
[20367],83931
[15084],83931
[14300],83931
[15604],83931
[20193],83931
[20322],83931
[20368],83931
[15296],83931
[17412],83931
[14250],32764
[14992],32764
[14281],32764
[17999],32764
[15502],32764
[14686],38512
[14686],36414
[14686],29505
[14686],30823
[14686],38126
[14686],38938
[14686],39466
[14686],39438
[14686],39176
[14686],39467
[14686],32388
[14686],32368
[14686],38997
[14686],37589
[14686],83932
[14194],31481
[14719],31481
[14608],31481
[14715],31481
[14604],31481
[14275],31481
[15660],83933
[17229],83933
[14266],83933
[14950],83933
[14960],83933
[14942],83933
[14543],83933
[15971],83933
[14381],83933
[17237],83933
[15890],33699
[20564],33699
[14801],33699
[16667],33699
[14341],33699
[16589],33699
[20565],27304
[15674],83934
[14127],83935
[14127],32272
[14924],83935
[14924],32272
[20566],35916
[20566],83938
[20352],35916
[20352],83938
[20353],35916
[20353],83938
[20296],35916
[20296],83938
[14934],35916
[14934],83938
[20567],35916
[20567],83938
[20254],35916
[20254],83938
[14589],35916
[14589],83938
[20313],35916
[20313],83938
[20314],35916
[20314],83938
[14848],35916
[14848],83938
[14129],35916
[14129],83938
[15798],35916
[15798],83938
[20566],28764
[20352],28764
[20353],28764
[20296],28764
[14934],28764
[20567],28764
[20254],28764
[14589],28764
[20313],28764
[20314],28764
[14848],28764
[16443],30094
[16690],36325
[16690],83940
[16511],36325
[16511],83940
[16825],35849
[16825],39484
[16825],32296
[14510],35849
[14510],39484
[14510],32296
[14774],35849
[14774],39484
[14774],32296
[20332],35849
[20332],39484
[20332],32296
[14768],35849
[14768],39484
[14768],32296
[20333],35849
[20333],39484
[20333],32296
[20334],35849
[20334],39484
[20334],32296
[18687],33670
[18687],83939
[15299],33670
[15299],83939
[14279],33670
[14279],83939
[14167],33670
[14167],83939
[18313],33670
[18313],83939
[14797],33670
[14797],83939
[14311],33670
[14311],83939
[14288],33670
[14288],83939
[20406],33670
[20406],83939
[20409],33670
[20409],83939
[14980],33670
[14980],83939
[14332],33670
[14332],83939
[20481],33670
[20481],83939
[14185],33670
[14185],83939
[20568],30741
[17060],30741
[14269],33358
[14269],28005
[15782],33358
[15782],28005
[14024],33358
[14024],28005
[14030],33358
[14030],28005
[15003],33358
[15003],28005
[14320],33358
[14320],28005
[14019],33358
[14019],28005
[17886],33358
[17886],28005
[14023],33358
[14023],28005
[16023],29528
[16023],83946
[16023],83947
[18314],29528
[18314],83946
[18314],83947
[20423],29528
[20423],83946
[20423],83947
[14844],37760
[14844],37759
[14844],32524
[14844],33206
[14844],39506
[18798],33206
[18798],39506
[18799],33206
[18799],39506
[19177],33206
[19177],39506
[14844],83948
[14844],37835
[14844],37870
[15450],37870
[20569],37870
[16219],38437
[16331],38437
[14971],38437
[15446],38437
[14634],38437
[20022],36119
[20022],83950
[14790],83951
[14790],33128
[14206],83951
[14347],83951
[14561],83952
[14561],39444
[14561],33626
[14560],83952
[14560],39444
[14560],33626
[14559],83952
[14559],39444
[14559],33626
[14704],83952
[14704],39444
[14704],33626
[14307],38409
[14307],31137
[17729],38409
[17729],31137
[17215],38409
[17215],31137
[17727],38409
[17727],31137
[17428],38409
[17428],31137
[17728],38409
[17728],31137
[14667],38409
[14667],31137
[15914],35985
[15794],29273
[15794],33609
[15794],36209
[14242],29273
[14242],33609
[14242],36209
[14262],29273
[14262],33609
[14262],36209
[15987],29273
[15987],33609
[15987],36209
[14509],29273
[14509],33609
[14509],36209
[19198],29273
[19198],33609
[19198],36209
[20450],29273
[20450],33609
[20450],36209
[17831],29273
[17831],33609
[17831],36209
[15986],29273
[15986],33609
[15986],36209
[14158],29273
[14158],33609
[14158],36209
[14419],29273
[14419],33609
[14419],36209
[14219],29273
[14219],33609
[14219],36209
[15412],29273
[15412],33609
[15412],36209
[15781],29273
[15781],33609
[15781],36209
[14175],29273
[14175],33609
[14175],36209
[14227],29273
[14227],33609
[14227],36209
[20571],29273
[20571],33609
[20571],36209
[14204],29273
[14204],33609
[14204],36209
[14191],29273
[14191],33609
[14191],36209
[20572],29273
[20572],33609
[20572],36209
[15989],29273
[15989],33609
[15989],36209
[14515],29273
[14515],33609
[14515],36209
[20573],29273
[20573],33609
[20573],36209
[14197],29273
[14197],33609
[14197],36209
[15078],29273
[15078],33609
[15078],36209
[14183],29273
[14183],33609
[14183],36209
[14062],29273
[14062],33609
[14062],36209
[14238],29273
[14238],33609
[14238],36209
[15329],29273
[15329],33609
[15329],36209
[14278],29273
[14278],33609
[14278],36209
[15984],29273
[15984],33609
[15984],36209
[14340],29273
[14340],33609
[14340],36209
[15447],29273
[15447],33609
[15447],36209
[15101],29273
[15101],33609
[15101],36209
[14600],29273
[14600],33609
[14600],36209
[14287],29273
[14287],33609
[14287],36209
[14061],29273
[14061],33609
[14061],36209
[14390],29273
[14390],33609
[14390],36209
[15794],83955
[14935],83958
[14935],35873
[14281],83958
[14281],35873
[15084],83958
[15084],35873
[20238],83958
[20238],35873
[15456],83958
[15456],35873
[14263],83781
[14020],83781
[14272],83781
[14599],83781
[14226],83781
[14263],39773
[14020],39773
[14272],39773
[14599],39773
[14226],39773
[14740],83774
[15876],83959
[20270],30382
[20270],33598
[20574],30382
[20574],33598
[16589],30382
[16589],33598
[20270],27248
[15308],27248
[20185],28780
[20523],28780
[20211],28780
[20185],83960
[20185],38575
[20185],83911
[20185],28473
[20575],28780
[20575],83960
[20575],38575
[20575],83911
[20575],28473
[15113],28780
[15113],83960
[15113],38575
[15113],83911
[15113],28473
[15294],28780
[15294],83960
[15294],38575
[15294],83911
[15294],28473
[20211],83960
[20211],38575
[20211],83911
[20211],28473
[17174],28780
[17174],83960
[17174],38575
[17174],83911
[17174],28473
[15126],28780
[15126],83960
[15126],38575
[15126],83911
[15126],28473
[18226],28772
[20576],28772
[20577],28772
[15810],38436
[15773],38436
[16222],38436
[14409],38436
[15642],38436
[14410],38436
[15709],38436
[16331],38436
[15014],38436
[15446],38436
[14937],38436
[20372],83961
[14843],83961
[15316],83961
[14785],83961
[14702],83961
[16221],83961
[18179],83961
[14729],83961
[20375],83961
[15839],83961
[15549],83961
[20376],83961
[15144],83961
[14786],83961
[15420],83961
[20372],33714
[20372],83878
[20372],28374
[18988],33714
[18988],83878
[18988],28374
[14944],83962
[14984],83962
[14959],83962
[14212],83962
[14163],83962
[14301],83962
[14297],83962
[16977],38084
[16977],35993
[17335],29402
[17335],32924
[14190],29402
[14190],32924
[14793],29402
[14793],32924
[20578],83964
[14769],32149
[14769],31181
[14769],30669
[14511],32149
[14511],31181
[14511],30669
[15051],32149
[15051],31181
[15051],30669
[20196],32149
[20196],31181
[20196],30669
[20579],32149
[20579],31181
[20579],30669
[15595],37777
[20580],91614
[20580],37777
[15438],33027
[15438],33228
[15438],33225
[18314],33027
[18314],33228
[18314],33225
[15982],33027
[15982],33228
[15982],33225
[20423],33027
[20423],33228
[20423],33225
[15446],33027
[15446],33228
[15446],33225
[14188],83965
[15419],83965
[15326],83965
[20204],83965
[14201],83965
[15300],83965
[14318],83965
[15322],83965
[15180],83965
[14167],83965
[20250],83965
[17376],83965
[14230],83965
[15425],83965
[20249],83965
[20410],83965
[20414],83965
[20422],83965
[20581],83965
[15305],83965
[20483],83965
[15456],83965
[16867],83965
[15293],83965
[14936],83965
[14285],83965
[15914],83965
[14188],83966
[15326],83966
[14995],83966
[20248],83966
[15322],83966
[20249],83966
[14309],83966
[15326],35983
[20204],35983
[15300],35983
[14318],35983
[15322],35983
[15180],35983
[14167],35983
[20250],35983
[14230],35983
[15425],35983
[20249],35983
[20410],35983
[20411],35983
[20414],35983
[20422],35983
[20581],35983
[15456],35983
[16867],35983
[15293],35983
[14936],35983
[15914],35983
[18312],39609
[20204],39609
[14201],39609
[15180],39609
[14167],39609
[18313],39609
[15476],39609
[14311],39609
[14288],39609
[14230],39609
[15425],39609
[20409],39609
[14773],39609
[20411],39609
[15504],39609
[20206],39609
[14291],39609
[20422],39609
[15456],39609
[16867],39609
[15914],39609
[20582],29387
[17350],29387
[15033],37397
[15671],37397
[20583],38078
[20584],38078
[16305],38078
[15886],38078
[14253],38078
[20337],33625
[20400],33625
[20290],33625
[17739],33625
[14559],33625
[14704],33625
[20293],31208
[14961],31208
[14135],31208
[14284],31208
[16268],31208
[14324],31208
[18312],32950
[14995],32950
[14318],32950
[15180],32950
[17376],32950
[14288],32950
[15425],32950
[20249],32950
[14291],32950
[14936],32950
[18312],37640
[18312],83970
[18312],37803
[14201],37640
[14201],83970
[14201],37803
[15180],37640
[15180],83970
[15180],37803
[14288],37640
[14288],83970
[14288],37803
[14230],37640
[14230],83970
[14230],37803
[15425],37640
[15425],83970
[15425],37803
[20422],37640
[20422],83970
[20422],37803
[14545],37640
[14545],83970
[14545],37803
[15456],37640
[15456],83970
[15456],37803
[16867],37640
[16867],83970
[16867],37803
[14936],37640
[14936],83970
[14936],37803
[15914],37640
[15914],83970
[15914],37803
[18312],83971
[14288],83971
[20409],83971
[15914],83971
[18312],83972
[14288],83972
[20409],83972
[14545],83972
[14185],83972
[14936],83972
[18312],36468
[14288],36468
[14980],36468
[14545],36468
[18312],38078
[14201],38078
[15180],38078
[14288],38078
[14230],38078
[15425],38078
[18179],38078
[20409],38078
[20422],38078
[15456],38078
[16867],38078
[15914],38078
[18312],83973
[18312],83974
[14288],83973
[14288],83974
[20409],83973
[20409],83974
[15767],83975
[14851],83975
[16063],83975
[16065],83975
[15767],83976
[15767],91614
[15767],83977
[19650],83976
[19650],91614
[19650],83977
[14127],83976
[14127],91614
[14127],83977
[16060],83976
[16060],91614
[16060],83977
[16062],83976
[16062],91614
[16062],83977
[16314],83976
[16314],91614
[16314],83977
[16312],83976
[16312],91614
[16312],83977
[16059],83976
[16059],91614
[16059],83977
[14703],83976
[14703],91614
[14703],83977
[20129],83976
[20129],91614
[20129],83977
[16063],83976
[16063],91614
[16063],83977
[20585],83976
[20585],91614
[20585],83977
[16313],83976
[16313],91614
[16313],83977
[16074],83976
[16074],91614
[16074],83977
[20321],83976
[20321],91614
[20321],83977
[16057],83976
[16057],91614
[16057],83977
[15862],35592
[15862],83978
[15862],83979
[15862],83980
[15862],83981
[15862],83982
[15862],83983
[14527],27591
[14958],83984
[20436],83984
[14936],83984
[20298],28811
[20298],27292
[20298],36372
[20298],27286
[16350],28811
[16350],27292
[16350],36372
[16350],27286
[20218],28811
[20218],27292
[20218],36372
[20218],27286
[14317],28811
[14317],27292
[14317],36372
[14317],27286
[20239],28811
[20239],27292
[20239],36372
[20239],27286
[14779],28811
[14779],27292
[14779],36372
[14779],27286
[20298],83831
[14911],83831
[15107],38640
[14194],38640
[20156],38640
[15107],30264
[15107],33188
[14955],33188
[14954],33188
[14604],33188
[14948],33188
[14275],33188
[14789],33188
[20586],33188
[15107],32589
[15092],32589
[20156],32589
[14604],32589
[14792],32589
[14789],32589
[14935],32651
[14935],83985
[20367],83985
[14935],83986
[20558],83986
[20587],83986
[20588],83986
[14818],83986
[15085],83986
[15084],83986
[14300],83986
[20238],83986
[14935],33316
[14876],33316
[14696],33316
[14935],83987
[14992],83987
[14810],83987
[20433],83987
[15443],83987
[15456],83987
[14602],83987
[14935],91609
[15456],91609
[14935],83989
[14992],83989
[14810],83989
[20433],83989
[15443],83989
[15456],83989
[14602],83989
[14935],35956
[14935],83990
[14935],33216
[14935],83991
[14935],39809
[14992],35956
[14992],83990
[14992],33216
[14992],83991
[14992],32651
[14992],39809
[14281],35956
[14281],83990
[14281],33216
[14281],83991
[14281],32651
[14281],39809
[15456],35956
[15456],83990
[15456],33216
[15456],83991
[15456],32651
[15456],39809
[14935],83992
[14992],83992
[14281],83992
[14810],83992
[15456],83992
[14602],83992
[14935],83993
[14992],83993
[14281],83993
[15456],83993
[20589],83994
[15895],37604
[15895],83995
[15895],83996
[14751],37604
[14751],83995
[14751],83996
[16219],37604
[16219],83995
[16219],83996
[14874],37604
[14874],83995
[14874],83996
[16844],37604
[16844],83995
[16844],83996
[15561],37604
[15561],83995
[15561],83996
[15011],37604
[15011],83995
[15011],83996
[14974],37604
[14974],83995
[14974],83996
[14971],37604
[14971],83995
[14971],83996
[15164],37604
[15164],83995
[15164],83996
[14937],37604
[14937],83995
[14937],83996
[16517],28869
[20590],28869
[16511],28869
[16512],28869
[16519],28869
[20393],28869
[16517],33064
[14320],33064
[16511],33064
[16517],83997
[16511],83997
[17493],38916
[17493],33166
[16272],38916
[16272],33166
[16271],38916
[16271],33166
[14139],32468
[16056],32468
[14830],32468
[14321],32468
[15124],32468
[19207],32468
[15493],32468
[16054],32468
[15055],31348
[15055],83998
[15050],31348
[15050],83998
[14139],37706
[15147],37706
[15147],28547
[16056],37706
[14830],37706
[20591],37706
[20591],28547
[15490],37706
[15490],28547
[14321],37706
[15124],37706
[20153],37706
[20153],28547
[17414],37706
[17414],28547
[19207],37706
[16054],37706
[20592],32090
[14188],35549
[15326],35549
[15322],35549
[14028],35549
[15003],35549
[14188],36088
[14188],84002
[15419],36088
[15419],84002
[15326],36088
[15326],84002
[14201],36088
[14201],84002
[16690],36088
[16690],84002
[15299],36088
[15299],84002
[15322],36088
[15322],84002
[15180],36088
[15180],84002
[14230],36088
[14230],84002
[14415],36088
[14415],84002
[14949],36088
[14949],84002
[14050],36088
[14050],84002
[14030],36088
[14030],84002
